id_user,variant,new_active_listing,new_booked_listing,new_cancelled_listing,hrs_to_cohort
55532,control,1,0,0,3.708482293172503
90400,treatment,0,0,0,28.160232848308652
79896,treatment,1,0,0,13.295302637609298
101002,control,1,0,0,11.351854271295132
34073,control,0,0,0,27.070358194359358
46973,control,1,0,0,5.03478244675355
102649,treatment,1,0,0,12.801351915163512
41403,treatment,1,0,0,28.944058688259148
35831,control,0,0,0,7.876846008904353
59558,treatment,0,0,0,22.568577228755615
64089,treatment,1,0,0,33.47489610577682
108392,treatment,0,0,0,35.325451259686915
48822,treatment,0,0,0,5.0127807365444195
94508,treatment,0,0,0,0.6194481198066691
68475,control,0,0,0,5.756688966712639
79180,control,1,1,0,27.38569737312613
6912,control,0,0,0,17.21542742834946
29282,treatment,0,0,0,35.118488429123836
99446,treatment,1,0,0,41.202800177183214
110364,treatment,1,0,0,29.484423851073103
15735,treatment,1,0,0,10.867539588353308
37859,control,0,0,0,12.760124996148953
89034,treatment,0,0,0,2.061745585504127
93415,treatment,1,0,0,27.403020359786602
47317,control,0,0,0,7.981881866707465
77198,control,1,0,0,34.4074109123923
75004,treatment,1,0,0,8.938751494807496
38533,control,0,0,0,37.89821583856094
40009,control,0,0,0,13.55720379039239
15039,control,0,0,0,24.780641505137645
76263,control,0,0,0,40.2947403955859
80609,control,0,0,0,11.395835263219425
108714,control,1,0,0,15.029491355748982
21151,treatment,0,0,0,32.86018935501499
13408,control,0,0,0,36.128136378642836
16743,control,0,0,0,5.070628996979323
44448,control,0,0,0,20.283465478936986
98128,treatment,1,1,0,2.3929385104169185
12522,treatment,0,0,0,9.969415214080675
31578,control,1,0,0,7.258681584368349
56956,control,0,0,0,20.62721643409513
40764,control,1,0,0,15.57244106214157
99994,treatment,1,0,0,32.107677696658925
90593,treatment,1,0,0,31.93401221476428
8068,control,0,0,0,4.526853346752524
50287,control,1,0,0,37.888628358754126
81436,control,0,0,0,38.80716466432962
35887,treatment,0,0,0,19.761888466409502
85634,control,1,0,0,19.472382336911114
102629,control,0,0,0,1.3346029394927479
49980,treatment,0,0,0,24.084130924292158
107016,control,0,0,0,14.412737871078747
93229,control,1,0,0,29.1940700991703
109474,control,0,0,0,16.332276453122823
19122,treatment,1,0,0,15.792986032001119
79202,treatment,1,0,0,33.88977913063326
1985,control,1,0,0,20.09671986866493
55946,treatment,1,0,0,38.344146065267736
13458,treatment,1,0,0,11.749696539368271
83379,treatment,0,0,0,6.520736366785042
21448,treatment,0,0,0,21.09835956665693
63789,treatment,1,0,0,9.70532836420513
35496,treatment,0,0,0,34.329343887341416
45122,treatment,1,0,0,25.695717473871753
26661,treatment,1,0,0,10.39652446007786
43757,control,1,0,0,22.356556254465982
40221,treatment,0,0,0,20.980824163105485
67066,treatment,1,0,0,42.190316355457504
42980,control,0,0,0,2.170340658537687
58626,treatment,0,0,0,5.6474382611350995
52445,control,0,0,0,7.610918015303818
97177,control,0,0,0,17.16283705099918
61709,control,0,0,0,7.276027645150291
10060,treatment,0,0,0,27.57425276788863
8020,control,0,0,0,34.554621810821715
37353,treatment,0,0,0,30.85381710276122
73807,control,0,0,0,17.063874434013083
68955,control,0,0,0,21.616919146375178
69355,control,0,0,0,16.746874005898796
97782,treatment,0,0,0,1.8431054051663807
94447,treatment,0,0,0,28.46395407790717
39527,control,0,0,0,8.714100340871205
72945,control,0,0,0,26.857047924756284
30256,control,0,0,0,18.198617933060753
57835,treatment,0,0,0,33.49433957938724
83159,control,1,0,0,22.048790152033508
105833,treatment,0,0,0,9.950640300393362
42223,control,0,0,0,16.3748887535232
81182,treatment,1,1,0,29.348338953923435
34681,treatment,0,0,0,24.236645664841177
65011,treatment,1,0,0,26.399181251709603
11271,treatment,0,0,0,28.50708076924803
22888,control,0,0,0,19.88381315297439
18273,treatment,0,0,0,0.3803227570217882
5471,control,1,0,0,36.0217785214685
64657,control,1,0,0,39.335210821347424
69668,treatment,0,0,0,28.535388901787087
42364,control,0,0,0,1.5466784834754288
85184,control,1,0,0,22.661587899139814
76897,control,1,0,0,35.504212687108506
109336,treatment,1,0,0,12.311876928802281
39316,control,1,0,0,35.62519815740575
42663,treatment,0,0,0,4.100820420315167
56231,control,0,0,0,25.044282843379314
19103,control,0,0,0,6.029009113070821
111029,treatment,0,0,0,33.039210657827084
109841,treatment,1,0,0,11.25017144754096
45391,control,0,0,0,6.5542290992389125
104378,control,1,1,0,35.52034126367098
19139,treatment,1,1,0,35.58940288416929
14170,treatment,0,0,0,38.301613141040825
16555,control,0,0,0,18.78293326908065
79057,treatment,0,0,0,44.763804036093426
19539,treatment,1,0,0,7.492798119100118
27025,control,0,0,0,28.180428304510006
35541,control,1,0,0,10.061030972307824
13494,control,0,0,0,34.93388616824611
37649,control,1,0,0,29.475514799186183
94905,control,1,0,0,40.534268646237294
6822,treatment,1,1,0,43.559857843071626
82136,control,0,0,0,38.31182535197925
102500,treatment,0,0,0,12.33610190506136
92258,control,0,0,0,4.627568837335346
24336,control,0,0,0,28.38531570132016
48895,treatment,1,0,0,19.707724494573185
22393,treatment,0,0,0,37.785546910715624
106447,control,1,1,0,3.0404234893490334
70164,control,0,0,0,24.142708132821888
67562,treatment,1,0,0,24.065525587255834
87893,treatment,1,1,0,2.923981511589232
110619,control,1,0,0,1.244920604131779
51174,control,1,0,0,13.413979690140664
30103,treatment,0,0,0,29.450608484877062
97286,control,1,0,0,42.52037564501932
36768,treatment,1,0,0,26.50280156571873
69220,control,1,0,0,20.726314669370687
75681,control,1,0,0,14.451805463424629
75354,treatment,0,0,0,11.492308743579722
56755,treatment,0,0,0,5.616598137414334
39522,treatment,0,0,0,8.796836771360597
95939,treatment,1,1,0,3.4422143438910235
104656,control,1,1,0,5.2280336265896645
25688,control,1,0,0,0.6519596117837294
75287,control,0,0,0,32.33824292087701
24730,control,1,1,0,40.108917425908366
81286,control,1,0,0,12.872912144535327
12422,treatment,1,0,0,34.466576276837614
16322,control,1,0,0,8.568550609107618
69367,treatment,0,0,0,14.536731197356243
104698,treatment,0,0,0,28.83923594732201
8361,treatment,1,0,0,25.428730713216787
17153,control,0,0,0,15.949297228221791
12661,treatment,0,0,0,16.51420536321722
101802,control,1,0,0,0.08400188100022604
11312,treatment,0,0,0,32.09920899392727
21991,treatment,0,0,0,40.4843745522751
73061,control,0,0,0,30.514410424881156
103878,treatment,0,0,0,17.10680776823658
8789,treatment,0,0,0,30.51369268740901
99399,control,0,0,0,16.77924633647416
82152,control,1,0,0,5.520755886580979
14752,treatment,0,0,0,33.86062719122011
2016,treatment,1,1,0,21.04902838968623
65951,treatment,0,0,0,47.11897142262542
21482,treatment,0,0,0,3.8390506745910935
31624,treatment,1,0,0,5.085357024357946
94078,control,1,0,0,31.878285546997166
60675,control,0,0,0,23.852989717780815
50556,control,0,0,0,3.4100876077197526
33068,treatment,1,0,0,8.693578468968283
70636,control,1,0,0,9.975840160015453
44391,control,1,0,0,42.65832143553911
77397,treatment,1,0,0,5.189503873688486
274,treatment,1,0,0,25.061549781681872
38068,treatment,1,0,0,43.869264982225694
2676,control,1,0,0,19.116267390234388
89313,treatment,1,0,0,45.002235536838825
43703,treatment,1,0,0,3.9438047155717713
51345,control,1,1,0,47.8166298079166
110788,treatment,0,0,0,20.0175978583901
7700,control,0,0,0,13.137888705262373
100765,treatment,0,0,0,37.34173590316297
49268,control,0,0,0,38.49040780857249
60461,treatment,1,0,0,28.829980596257066
15062,treatment,0,0,0,44.31660950695493
4928,control,1,0,0,19.110583638019502
110597,control,0,0,0,5.892171430160705
85190,control,0,0,0,37.789349775333534
78138,treatment,0,0,0,2.7515933147400427
41259,treatment,0,0,0,25.644130794083804
108591,treatment,0,0,0,10.194499662569058
84233,control,0,0,0,39.2075040824642
81773,control,1,0,0,43.219363195926675
64796,treatment,0,0,0,5.089166202023923
47748,control,1,0,0,24.212171995079917
31892,control,0,0,0,43.556860880994044
25020,control,1,0,0,30.809476881326106
102927,treatment,0,0,0,0.7340278990002014
19578,treatment,0,0,0,37.299506335165034
17637,treatment,0,0,0,0.35056697439647816
48235,treatment,0,0,0,23.586990635858967
58459,treatment,0,0,0,20.326010350183942
87719,treatment,0,0,0,13.986931879730188
97902,treatment,0,0,0,9.809574124684154
4081,treatment,1,0,0,20.862820652489972
63419,treatment,1,0,0,29.97500616944907
28331,treatment,0,0,0,25.987035113801547
108268,control,0,0,0,1.4906083330326416
50927,control,0,0,0,2.928826922392383
104144,treatment,0,0,0,45.46671788282857
2370,control,0,0,0,11.074298053934903
104818,treatment,1,0,0,37.526888566193016
53433,control,0,0,0,33.68931614612491
66157,treatment,1,0,0,15.532805229558592
2248,treatment,0,0,0,18.68886875895314
11814,treatment,0,0,0,41.32989133570042
31527,treatment,1,0,0,43.68810017137688
3562,control,0,0,0,17.816217647280947
8957,treatment,1,1,0,12.579115907094511
16434,treatment,1,1,0,30.065871280966775
91235,treatment,0,0,0,9.637680380523172
5267,treatment,0,0,0,27.516415623342738
60537,control,0,0,0,2.30268235666404
109593,control,1,0,0,10.637970115672639
52552,control,0,0,0,23.905546489617514
86544,treatment,0,0,0,2.478852832157327
107548,treatment,0,0,0,45.295301024266514
50346,treatment,0,0,0,23.196801287802284
58694,control,1,0,0,30.808282223910265
10336,control,0,0,0,6.5051632824060475
85943,control,1,1,0,12.722382418709937
27261,control,0,0,0,4.884082745935093
17708,control,0,0,0,34.37084605793664
63999,control,0,0,0,12.790184857826805
106795,treatment,1,0,0,4.947057234571706
12448,control,1,1,0,17.736012768991113
80827,treatment,1,0,0,26.889574173808867
13526,control,1,0,0,29.02299888668984
77010,treatment,0,0,0,4.897126706904727
59376,control,0,0,0,31.14613559676124
100685,control,1,0,0,46.95321943324893
68238,control,0,0,0,21.074271901090693
60808,treatment,0,0,0,37.28022691142551
22484,control,0,0,0,16.44416228452866
101105,control,1,1,0,31.446912313953696
108054,treatment,0,0,0,15.423817545309198
36058,control,1,0,0,23.265805566326804
93506,control,0,0,0,33.59809312986974
58743,control,1,0,0,16.13337295195326
22517,treatment,0,0,0,44.216595802935984
55077,control,1,0,0,38.56535327595037
22666,treatment,1,0,0,12.498012591479128
51523,treatment,1,0,0,32.27554858524977
84042,control,1,1,0,9.423803469626737
55957,treatment,1,0,0,6.791123530773088
71450,control,0,0,0,7.90606669931053
5930,control,0,0,0,11.427168084850251
16884,treatment,1,0,0,28.079882066355847
15467,control,0,0,0,0.5495920802557173
71395,treatment,1,0,0,31.85750315360698
8481,treatment,0,0,0,18.643765178904452
49107,control,0,0,0,30.723400510952203
101215,control,1,0,0,18.9438821235737
81234,treatment,0,0,0,7.732633490683694
84304,treatment,0,0,0,23.14403323692158
2679,control,0,0,0,24.677063827435596
94838,control,0,0,0,33.08624158977511
16137,treatment,0,0,0,34.85704249402289
47640,treatment,0,0,0,37.132053224941565
40482,control,1,0,0,26.53413969429042
108277,control,1,0,0,23.35372223144085
91452,control,0,0,0,45.270083411364865
97788,control,1,0,0,28.384829731523052
77957,treatment,0,0,0,33.096193672202354
40281,control,0,0,0,47.889171745892924
62096,treatment,0,0,0,7.322970794474766
23243,treatment,0,0,0,33.11944881436944
107257,treatment,1,0,0,46.28776097308532
9320,treatment,0,0,0,6.888973913334403
18180,control,0,0,0,32.14786932588609
44856,treatment,1,0,0,18.352917980006023
4477,control,0,0,0,11.346000238141292
23876,treatment,0,0,0,41.923316556822044
46121,treatment,0,0,0,16.5712806468511
51277,control,0,0,0,20.944789572729
91257,control,1,1,0,13.536067998451768
19002,control,0,0,0,12.27371929455751
104862,treatment,0,0,0,36.63459350354146
20230,treatment,0,0,0,4.7968429249220295
8317,control,0,0,0,16.052967593118726
93094,treatment,0,0,0,47.24441342823505
6670,control,1,0,0,7.715312932767039
32322,treatment,1,0,0,27.22227939896152
37517,control,0,0,0,1.1222304441299202
28541,control,1,0,0,6.120427476477774
41293,treatment,0,0,0,33.20899295269557
21475,control,0,0,0,14.486222676927904
99490,treatment,0,0,0,22.73194003577373
107834,treatment,0,0,0,39.40095052425923
55034,control,1,0,0,34.01201143994059
50760,control,0,0,0,27.353634627425777
81609,treatment,0,0,0,24.298658592121317
62234,treatment,0,0,0,26.496886512314013
7323,treatment,0,0,0,39.4640278112427
88453,control,1,0,0,41.60553073678289
48323,treatment,0,0,0,2.4632883076305245
109125,treatment,1,0,0,1.0765552687734452
77777,treatment,0,0,0,39.23168248392143
61315,treatment,0,0,0,15.163835371194065
80703,control,1,0,0,37.92166333693574
97647,treatment,0,0,0,32.410967150687725
17388,treatment,1,0,0,25.08428280623893
108638,control,1,0,0,0.6139287492848077
39993,control,1,1,0,14.921254998371587
18864,control,1,0,0,2.5341847716705406
66394,control,1,0,0,44.83857306650202
27150,treatment,1,0,0,19.995114083619598
92486,treatment,0,0,0,3.8703239295456546
72274,treatment,1,0,0,21.065613855217585
10725,control,1,0,0,17.024005739447635
20759,treatment,1,0,0,30.699531645780564
52915,treatment,0,0,0,32.51699565818457
56743,control,0,0,0,24.45420967798542
74449,control,1,0,0,27.04476659895483
22956,treatment,1,0,0,23.809925657720683
92354,control,0,0,0,25.115230386688854
83235,control,1,0,0,1.8570950227765253
104830,control,0,0,0,40.5515456707436
5705,treatment,1,1,0,0.7048748075629672
100222,control,0,0,0,40.04033215829671
16135,treatment,0,0,0,13.643639745195035
23460,treatment,0,0,0,24.261413112728338
40929,control,1,0,0,39.06934598054715
46345,treatment,0,0,0,37.101521399921
66455,treatment,0,0,0,6.490109901451072
43054,treatment,0,0,0,34.51130120561209
86934,treatment,1,0,0,12.916734326483105
988,control,1,0,0,36.952115854314386
83998,control,1,0,0,32.64758122895864
72979,treatment,1,1,0,7.887323130509908
33398,control,0,0,0,12.17502394944802
87267,treatment,0,0,0,18.016612640875373
65446,treatment,1,0,0,11.281588543538144
1583,treatment,1,0,0,5.760990506788644
86024,treatment,0,0,0,46.31796612013319
51861,control,0,0,0,6.569096251495036
46715,control,1,0,0,29.63230864293346
27785,control,0,0,0,28.21242579352781
26229,control,0,0,0,8.965698288475414
100171,control,0,0,0,27.48777020562352
67988,treatment,1,0,0,1.5647927401465267
18818,treatment,0,0,0,38.99129341230975
61780,treatment,1,0,0,2.4389445774839835
36294,control,0,0,0,44.918004866183885
43228,treatment,1,0,0,28.439614574237666
56769,control,0,0,0,28.851553011609226
9514,control,0,0,0,1.3610705991526209
24487,control,1,1,0,0.4425016353182125
22604,treatment,0,0,0,27.809673677117832
84795,control,0,0,0,35.53228587069975
85443,control,0,0,0,19.369071662641588
80043,control,0,0,0,29.20870976243512
91103,treatment,0,0,0,29.85063843887145
47120,treatment,0,0,0,11.393222176696812
54670,control,0,0,0,3.660766970117076
82605,control,1,0,0,2.8329942927239453
46627,control,0,0,0,3.745673427877263
28687,treatment,0,0,0,42.83843403294311
20441,control,0,0,0,20.77152868238614
52485,treatment,0,0,0,9.441386385648974
96887,treatment,0,0,0,35.668331154343655
99262,control,0,0,0,1.4313415986370375
105913,control,0,0,0,36.87939956815242
100895,treatment,1,0,0,10.485421380386633
56653,control,0,0,0,24.93731014376403
50756,control,0,0,0,6.806388580072756
85136,treatment,0,0,0,9.095622260281418
34847,control,1,0,0,39.06541568164129
77257,treatment,0,0,0,12.803500770286632
88709,treatment,0,0,0,0.08308784517361521
99368,control,0,0,0,14.848378196461093
84028,treatment,0,0,0,46.827962421666044
82304,treatment,1,0,0,27.906827535154754
57187,control,1,0,0,3.5550217861163738
23077,treatment,1,0,0,24.361582544522356
109066,control,1,0,0,15.968411802116474
1034,control,0,0,0,42.03370064711094
28408,control,1,0,0,2.561415379603588
89461,control,0,0,0,41.50928842489548
26100,treatment,0,0,0,14.374584133166271
37697,treatment,0,0,0,24.47235990181834
27191,treatment,1,0,0,21.09871356402931
22872,control,1,0,0,21.14179164227146
50698,control,0,0,0,8.823758447451329
9561,treatment,0,0,0,43.32053134296332
88146,treatment,0,0,0,24.121355976144116
11252,control,0,0,0,33.57461248337157
60785,treatment,1,0,0,36.88494035691201
13832,control,0,0,0,18.256708851552904
86222,control,0,0,0,11.75043521099711
2366,control,0,0,0,5.090943724031941
14379,treatment,1,0,0,21.231677574632325
90125,control,0,0,0,14.260516134710036
55702,control,1,0,0,40.59331553242199
65134,control,0,0,0,28.04100201547539
14649,treatment,0,0,0,30.313083729202365
100140,treatment,1,0,0,34.53079759113314
1025,treatment,0,0,0,18.20247075785158
46705,treatment,1,1,0,6.981467652696657
14344,control,0,0,0,8.900352443943271
10128,control,0,0,0,42.47084964822343
103807,treatment,1,0,0,25.15073298880771
84306,control,1,0,0,8.99133510300615
103972,treatment,0,0,0,16.871542566597437
91139,control,1,0,0,27.801025200653065
12118,treatment,1,0,0,31.710945421580135
53587,treatment,1,0,0,39.45893280542022
69873,control,0,0,0,12.871074730286232
110562,treatment,1,1,0,37.80898739867185
104844,control,0,0,0,37.60708109522264
38592,control,0,0,0,22.914639126270828
46707,control,0,0,0,4.033140520556631
38767,treatment,0,0,0,7.162228386655247
99881,control,0,0,0,11.795499942934276
98447,treatment,1,0,0,38.19305385237372
1305,treatment,0,0,0,25.461923916943352
7324,treatment,0,0,0,36.41319721982769
34811,treatment,1,1,0,19.842019910411782
106848,control,1,0,0,35.92994908545854
24658,treatment,0,0,0,20.873047398614723
91242,treatment,0,0,0,13.363254974089473
98790,control,0,0,0,37.58608071717917
67421,control,1,0,0,10.099617486263314
10807,treatment,1,0,0,33.39063482608533
24392,treatment,0,0,0,32.31047328095107
19084,control,0,0,0,0.4873525139891791
53096,treatment,0,0,0,14.353419530445194
103341,treatment,0,0,0,37.23204672816891
21834,treatment,1,0,0,10.606531809269592
72047,control,1,0,0,14.425981653500669
96207,control,1,0,0,6.614078942760258
62790,control,0,0,0,33.47654994895895
62370,control,0,0,0,5.66045963642229
54115,treatment,0,0,0,10.569945326672327
32874,control,1,0,0,30.715352261073377
90591,control,1,0,0,37.865086381502614
87900,treatment,0,0,0,43.16073431705957
102920,treatment,0,0,0,33.83175616301279
82031,control,1,0,0,31.73526387475995
83226,control,0,0,0,17.796321023691995
74688,control,0,0,0,18.7956070762047
42463,treatment,1,0,0,9.325241798686488
61142,control,0,0,0,3.951849492330924
92661,control,0,0,0,34.01784518953242
39406,control,1,0,0,31.83123127330058
2098,control,0,0,0,3.310384039141308
30967,treatment,1,0,0,43.56483399934536
60765,treatment,0,0,0,40.777929676816214
107027,control,0,0,0,39.93631987233578
66407,control,0,0,0,1.931637681202912
32140,control,0,0,0,40.8689278112424
101704,treatment,0,0,0,16.63836855756101
67110,control,0,0,0,4.979947593169755
26941,control,0,0,0,21.808319539960408
37303,treatment,1,1,0,9.011415106381623
63588,treatment,0,0,0,26.210217472314692
77679,treatment,0,0,0,33.050501430958825
46515,treatment,0,0,0,22.90949405162229
49862,treatment,0,0,0,2.1133048195205903
110567,control,1,0,0,29.177695966181968
79143,control,0,0,0,13.787127280503192
96716,treatment,0,0,0,11.079217981967766
33795,treatment,1,1,0,19.1062120977991
66313,treatment,0,0,0,14.563395905761325
62598,treatment,0,0,0,31.874773792976235
70542,control,0,0,0,47.70089773721485
9900,treatment,0,0,0,16.11166413976545
63077,control,0,0,0,0.6640097391458069
49978,control,0,0,0,2.6925521316062806
79981,treatment,0,0,0,1.3245116064003837
39291,control,0,0,0,28.975948502706405
93984,control,0,0,0,13.789475857130554
84052,treatment,1,1,0,27.16685478936132
48758,treatment,1,0,0,14.221769248388373
61857,control,0,0,0,12.356436782192642
6093,treatment,1,0,0,22.244891515905824
41758,treatment,1,0,0,2.3235422463469795
50177,treatment,0,0,0,23.12124580433754
16346,control,0,0,0,21.01676252537794
23222,treatment,1,0,0,0.5816063472320956
18297,control,0,0,0,17.640421573465062
49828,control,1,0,0,5.349727268332937
14135,control,0,0,0,35.56288973132679
5370,control,0,0,0,44.97978428044473
51631,control,0,0,0,36.332931220744925
47157,control,0,0,0,32.4337354142133
25126,treatment,0,0,0,14.23285528191772
63500,control,1,0,0,3.984192080617355
33410,control,0,0,0,8.183997366510686
15932,treatment,0,0,0,21.99941077169074
71279,control,0,0,0,42.26118282413808
78205,treatment,0,0,0,43.2778564648077
42795,treatment,1,0,0,0.6575054361705661
100645,control,1,0,0,7.417091132486313
100324,treatment,0,0,0,6.500361293805464
81921,treatment,0,0,0,25.448970279081326
107942,control,1,0,0,25.72053216807999
37252,control,0,0,0,23.47979780287396
63817,control,1,0,0,13.067131384373644
92594,treatment,0,0,0,21.79455443135836
12980,treatment,1,0,0,34.46930590088885
55253,treatment,0,0,0,6.973175312991845
15637,treatment,1,0,0,2.334874902887857
38534,control,0,0,0,20.26983883061802
103420,treatment,1,0,0,1.2765008098803632
57974,treatment,0,0,0,43.10353392648102
65834,treatment,0,0,0,24.550913380740653
52653,control,0,0,0,46.13119680959253
104539,treatment,0,0,0,20.30890971730677
59560,control,0,0,0,12.690208908603172
105544,control,0,0,0,9.676085643084209
33893,treatment,0,0,0,46.58805983516369
46194,control,0,0,0,43.319922815968056
22552,control,0,0,0,25.91437998921171
102600,treatment,0,0,0,41.11691194874168
12807,control,1,0,0,6.824157923516253
44661,treatment,1,0,0,22.779274159226933
3478,treatment,0,0,0,42.32058757272611
56435,treatment,0,0,0,45.315136405475755
71923,treatment,0,0,0,45.86785246908343
32607,treatment,0,0,0,40.1856997013247
109926,control,1,0,0,11.522457693546954
101252,control,0,0,0,45.081658408349895
80461,control,1,0,0,32.98598418345676
15438,treatment,1,0,0,8.04164109597901
19625,treatment,0,0,0,2.5046179744135624
95373,control,1,0,0,26.533396530326467
41705,control,1,0,0,2.5827717420950873
53233,control,1,0,0,29.869847484380145
107444,control,0,0,0,36.56872944735247
94353,control,0,0,0,42.02977514033908
55363,treatment,1,0,0,2.2241226833702252
50839,control,1,1,0,45.569702947632706
5366,treatment,0,0,0,1.9495322429497877
23823,treatment,0,0,0,46.546995036180846
21274,treatment,0,0,0,12.821194014449421
83149,control,0,0,0,15.970852226074646
23055,treatment,1,1,0,7.8159154962155855
12270,treatment,0,0,0,5.397492724014669
20046,treatment,0,0,0,30.862574843946543
75381,treatment,1,0,0,41.19004534548208
83231,treatment,1,0,0,20.14615810495797
89794,treatment,0,0,0,16.967216932240024
37067,treatment,0,0,0,7.674970983142547
57390,control,0,0,0,18.78008371314236
43819,treatment,1,0,0,41.98166695392583
94085,control,0,0,0,38.589321393812256
76969,control,0,0,0,37.24447829485777
101594,treatment,0,0,0,3.2753497428120553
108062,control,1,1,0,8.40507452599288
100874,treatment,1,0,0,29.353290799470393
37880,treatment,1,0,0,17.36115142269037
103544,treatment,1,0,0,33.94117283563743
98798,treatment,0,0,0,31.16084620405023
33510,treatment,1,0,0,42.75455526340923
7244,control,0,0,0,8.247914880315088
48881,treatment,1,0,0,37.4018011152168
50972,treatment,1,1,0,35.41789896252881
475,control,1,0,0,1.3554607551650464
54855,treatment,0,0,0,19.05539758569211
7019,treatment,0,0,0,19.435507654061336
33029,treatment,0,0,0,24.15821994029357
72035,treatment,1,0,0,8.438700057165448
45721,control,1,1,0,8.919428300917382
17050,treatment,1,0,0,38.697478311692095
57639,treatment,1,0,0,21.662764443465356
39631,control,0,0,0,14.717916195587705
36901,control,1,0,0,5.648492539709819
47323,control,1,0,0,30.375349887940967
42764,treatment,0,0,0,5.336655164312494
108445,control,0,0,0,43.17870159763013
82445,control,1,0,0,29.691808156405664
32413,control,1,0,0,12.833032017627966
47654,treatment,1,0,0,10.924752045824912
25935,treatment,0,0,0,4.635100545394082
48553,control,0,0,0,14.665410859257022
15840,control,1,0,0,8.633040701253584
92875,treatment,1,1,0,0.18579842502014643
88400,treatment,1,0,0,21.655255409823305
101636,control,1,1,0,39.60207171417108
83703,control,0,0,0,40.63250728114009
106350,treatment,0,0,0,31.640422686807767
12534,treatment,0,0,0,9.922636557466205
101186,control,1,0,0,27.73300169349535
48512,treatment,0,0,0,42.28363835044752
27217,control,0,0,0,32.73097492418856
29628,treatment,1,0,0,32.39365057084851
93465,control,0,0,0,38.04804451762757
75694,treatment,1,0,0,7.581937268561827
86578,treatment,1,0,0,14.408015189717592
5221,treatment,0,0,0,1.7029479859570087
22284,control,1,0,0,36.35946435838899
63888,control,1,0,0,43.93778730782677
62233,control,0,0,0,6.635153465338983
26838,control,1,0,0,42.37203993877125
77190,control,0,0,0,36.49433887081943
99657,treatment,1,1,0,3.719223591787419
34487,control,1,0,0,2.3884250877129087
79390,treatment,0,0,0,25.830366558066924
109358,control,1,1,0,6.187226782557867
38017,control,1,0,0,29.72189967037376
64844,treatment,1,1,0,17.710329573795264
9773,control,1,0,0,33.13357875997542
4730,treatment,0,0,0,39.390721550717856
70781,treatment,1,0,0,9.911408327686026
110453,treatment,0,0,0,40.242820116608975
17627,control,1,0,0,16.102502026835673
60210,treatment,0,0,0,22.45264839639197
66554,control,0,0,0,27.475732315687438
52861,control,0,0,0,29.916353359464818
11620,control,0,0,0,43.80230631515535
71247,treatment,0,0,0,34.859900011981324
91535,treatment,1,0,0,9.960435856591081
22652,treatment,1,0,0,5.6286510434975545
82275,control,0,0,0,19.337911959110933
97465,control,0,0,0,22.74401179740547
59484,treatment,0,0,0,38.21127713960639
43408,control,1,0,0,27.398339202848543
18263,treatment,0,0,0,43.50425872657419
36371,treatment,0,0,0,8.958362362144063
17852,control,0,0,0,28.807546187482192
4499,treatment,0,0,0,3.4092245751138934
86473,treatment,1,0,0,45.482493779430165
90643,treatment,0,0,0,14.19783554440299
106579,control,0,0,0,33.39621836205604
90785,control,1,0,0,32.44807916549716
96717,treatment,1,0,0,38.35634587242208
108378,control,1,1,0,6.2659050772714755
71689,control,1,0,0,4.963624180212434
56493,treatment,0,0,0,30.47712882177883
90071,treatment,0,0,0,34.934054208738175
3870,treatment,0,0,0,8.604770538459942
305,treatment,0,0,0,42.69081456098267
71113,control,0,0,0,43.46649270742581
68799,control,0,0,0,42.175723387961426
84407,treatment,1,0,0,28.572275873158897
4221,treatment,0,0,0,14.498062871420366
79327,control,1,0,0,17.544505595422454
52579,treatment,0,0,0,5.902831959415362
90741,control,0,0,0,37.28815450705069
43992,control,1,0,0,21.14807825243943
41130,control,0,0,0,35.45770682821106
90796,control,0,0,0,7.841931021526479
14123,control,0,0,0,14.534627646912785
22989,treatment,0,0,0,38.923483554929255
94618,treatment,0,0,0,39.501025013246625
16773,control,0,0,0,24.23803935188699
21048,control,1,0,0,2.4527779050074026
110270,control,1,0,0,27.961756335932073
60589,control,0,0,0,34.82315053958633
16154,control,1,0,0,17.114669051209486
78794,treatment,0,0,0,24.893941699045264
54064,control,0,0,0,9.355162938932198
9671,control,0,0,0,7.164025657372927
69816,treatment,1,0,0,0.892223041691822
15605,control,0,0,0,32.125741887458
63298,treatment,0,0,0,43.52210775293881
110570,treatment,0,0,0,3.8198504701932783
110537,control,1,0,0,1.8379279205766148
99135,control,0,0,0,33.68075533379367
85248,treatment,0,0,0,31.8193361218479
10988,treatment,0,0,0,20.80985094010398
73306,treatment,0,0,0,5.719227510985965
80776,control,1,0,0,34.4522394660805
108442,treatment,0,0,0,8.948739662086215
8798,control,1,0,0,28.953828030369674
68633,treatment,1,0,0,10.958063939765081
64973,control,0,0,0,23.92360881861553
71909,treatment,0,0,0,33.27871406712674
71525,treatment,1,0,0,18.056350212608447
23442,control,0,0,0,4.76639111474553
80146,treatment,1,0,0,40.118549409178776
96983,treatment,0,0,0,7.331323784465772
96870,treatment,0,0,0,32.957297638442235
58554,treatment,0,0,0,31.886388730337984
28925,control,0,0,0,30.94801025934167
12600,treatment,0,0,0,31.53206703077768
38748,treatment,0,0,0,9.73159435234452
22146,control,0,0,0,6.502619898653604
104267,control,0,0,0,42.38551158899338
72033,control,0,0,0,2.6900128954200633
77758,treatment,1,0,0,9.69122941148754
82672,control,1,0,0,10.47872951756004
52440,treatment,0,0,0,39.182891612232716
